Company,TypeName,Inches,Ram,Weight,HD_display,cpu_brand,memory,gpu_brand,operating_system,Price
MSI,Gaming,14.0,16,1.7,1,Intel Core i7,256.0,Nvidia,Windows,94252.0
HP,Gaming,15.6,8,2.62,1,Intel Core i7,1000.0,Nvidia,Windows,47899.0
Lenovo,Notebook,15.6,8,2.2,0,Intel Core i3,1000.0,Intel,Windows,24456.0
HP,Notebook,15.6,4,2.1,0,Intel Core i5,500.0,Intel,MacOS,25414.0
Dell,Gaming,15.6,8,2.62,1,Intel Core i7,128.0,Nvidia,Windows,79813.0
Lenovo,Notebook,15.6,8,1.95,1,Intel Core i5,256.0,Intel,Windows,74059.0
Lenovo,Notebook,15.6,4,2.2,1,Intel Core i3,1000.0,Nvidia,Windows,24935.0
HP,Notebook,14.0,2,1.44,0,Other Intel processor,32.0,Intel,Windows,13267.0
MSI,Gaming,15.6,8,2.2,1,Intel Core i7,1000.0,Nvidia,Windows,44702.0
HP,Notebook,15.6,8,1.96,1,Intel Core i7,256.0,Intel,Windows,36177.0
HP,Notebook,15.6,16,2.1,1,Intel Core i7,512.0,Intel,Windows,61752.0
Asus,Notebook,15.6,4,2.2,0,Other Intel processor,500.0,Intel,Windows,19660.0
Lenovo,Notebook,15.6,4,2.1,0,Intel Core i5,500.0,Intel,MacOS,21205.0
Lenovo,Notebook,15.6,8,2.2,1,Intel Core i7,1000.0,Nvidia,MacOS,37776.0
Asus,Notebook,14.0,4,2.0,1,Intel Core i3,256.0,Intel,Windows,40972.0
Lenovo,Notebook,15.6,4,2.32,1,Intel Core i7,1.0,Intel,Windows,43956.0
Lenovo,Gaming,15.6,16,3.31,1,Intel Core i7,512.0,Nvidia,Windows,69530.0
MSI,Gaming,15.6,16,1.91,1,Intel Core i7,128.0,Nvidia,Windows,114732.0
HP,Notebook,15.6,4,2.07,0,Intel Core i3,500.0,Intel,Windows,34632.0
Lenovo,2 in 1 Convertible,14.0,8,1.36,0,Intel Core i5,256.0,Intel,Windows,87219.0
Lenovo,Ultrabook,15.6,6,1.54,1,Intel Core i7,256.0,Nvidia,Windows,44276.0
Dell,Notebook,15.6,8,1.98,1,Intel Core i7,256.0,Nvidia,MacOS,47686.0
Acer,Notebook,15.6,4,2.1,0,Other Intel processor,500.0,Intel,Windows,17742.0
HP,Notebook,15.6,6,2.18,1,Intel Core i7,1000.0,Nvidia,Windows,42571.0
Asus,Gaming,15.6,8,2.591,1,Intel Core i7,256.0,Nvidia,Windows,48432.0
Dell,2 in 1 Convertible,15.6,16,2.09,1,Intel Core i7,512.0,Intel,Windows,62817.0
Acer,Notebook,15.6,4,2.23,1,Intel Core i5,256.0,Nvidia,Windows,36816.0
Dell,Ultrabook,13.3,8,1.23,1,Intel Core i5,256.0,Intel,MacOS,58555.0
Acer,Gaming,17.3,16,4.2,1,Intel Core i7,256.0,Nvidia,Windows,138475.0
Lenovo,Gaming,15.6,8,2.4,1,Intel Core i5,1000.0,Nvidia,Windows,43636.0
Samsung,2 in 1 Convertible,12.3,4,1.15,0,AMD,32.0,ARM,MacOS,35112.0
HP,Notebook,15.6,4,1.86,0,Intel Core i5,500.0,Intel,Windows,25841.0
Apple,Ultrabook,12.0,8,0.92,0,Other Intel processor,256.0,Intel,MacOS,61965.0
Dell,2 in 1 Convertible,13.3,8,1.6,1,Intel Core i5,256.0,Intel,Windows,63883.0
HP,Notebook,15.6,12,2.21,1,Intel Core i7,128.0,Nvidia,Windows,70703.0
Lenovo,Notebook,15.6,4,1.9,0,Intel Core i3,1000.0,AMD,MacOS,19607.0
Asus,Gaming,17.3,16,4.3,1,Intel Core i7,512.0,Nvidia,Windows,114552.0
Acer,Notebook,15.6,4,2.1,0,Other Intel processor,1000.0,Intel,MacOS,14492.0
MSI,Gaming,17.3,16,2.43,1,Intel Core i7,256.0,Nvidia,Windows,109165.0
Dell,Notebook,15.6,4,2.3,0,Intel Core i3,128.0,AMD,Windows,26587.0
Lenovo,Notebook,15.6,8,2.2,0,Intel Core i7,500.0,Nvidia,MacOS,33513.0
Dell,2 in 1 Convertible,15.6,16,2.0,1,Intel Core i7,512.0,Intel,Windows,68465.0
Dell,Ultrabook,13.3,16,1.2,1,Intel Core i7,512.0,Intel,Windows,142790.0
Asus,Gaming,15.6,8,2.2,1,Intel Core i7,1000.0,Nvidia,Windows,62284.0
Dell,Notebook,15.6,8,2.36,1,Intel Core i5,256.0,AMD,Windows,47366.0
HP,Notebook,15.6,8,1.91,0,Intel Core i5,256.0,Intel,Windows,30849.0
Lenovo,Notebook,15.6,4,2.2,0,AMD,500.0,AMD,Windows,15931.0
Acer,Notebook,17.3,8,3.3,0,Intel Core i3,1000.0,Nvidia,Windows,33513.0
Asus,Gaming,15.6,16,2.2,1,Intel Core i7,256.0,Nvidia,Windows,130483.0
Apple,Ultrabook,12.0,8,0.92,0,Other Intel processor,512.0,Intel,MacOS,68145.0
Asus,Notebook,15.6,16,2.2,1,Intel Core i7,128.0,Nvidia,Windows,93187.0
MSI,Gaming,17.3,16,2.43,1,Intel Core i7,256.0,Nvidia,Windows,103842.0
Dell,2 in 1 Convertible,15.6,8,2.191,1,Intel Core i5,256.0,Intel,Windows,53227.0
Asus,Gaming,17.3,16,2.9,1,Intel Core i7,256.0,Nvidia,Windows,103843.0
Acer,Notebook,11.6,2,1.3,0,Other Intel processor,32.0,Intel,MacOS,9271.0
Acer,Notebook,17.3,4,3.3,0,Intel Core i3,1000.0,Nvidia,Windows,31861.0
Lenovo,Notebook,17.3,8,2.8,0,Intel Core i5,1000.0,Intel,MacOS,28718.0
Lenovo,Gaming,15.6,8,2.6,1,Intel Core i7,128.0,Nvidia,Windows,67772.0
Acer,2 in 1 Convertible,14.0,8,1.2,1,Intel Core i7,256.0,Intel,Windows,61219.0
Lenovo,Notebook,15.6,8,2.3,1,Intel Core i7,256.0,Intel,Windows,81465.0
MSI,Gaming,15.6,8,2.2,1,Intel Core i7,128.0,Nvidia,Windows,78647.0
HP,Notebook,15.6,6,2.1,1,AMD,1000.0,AMD,Windows,28185.0
Dell,Ultrabook,12.5,8,1.26,1,Intel Core i5,256.0,Intel,Windows,91288.0
Dell,2 in 1 Convertible,15.0,4,2.08,1,Intel Core i3,500.0,Intel,Windows,27120.0
Asus,Notebook,15.6,4,2.65,0,Other Intel processor,1000.0,Intel,Windows,16464.0
Dell,Ultrabook,13.3,8,1.29,1,Intel Core i7,256.0,Intel,Windows,78695.0
Dell,Notebook,15.6,4,2.18,0,Intel Core i5,1000.0,Intel,MacOS,27805.0
Lenovo,Gaming,15.6,16,2.6,1,Intel Core i7,128.0,Nvidia,Windows,54825.0
MSI,Gaming,15.6,8,2.2,1,Intel Core i7,128.0,Nvidia,Windows,61219.0
Lenovo,Notebook,12.5,16,1.3,1,Intel Core i7,512.0,Intel,Windows,87912.0
Razer,Gaming,14.0,16,1.95,1,Intel Core i7,1000.0,Nvidia,Windows,186427.0
Dell,Notebook,15.6,8,2.3,0,Intel Core i3,1000.0,Intel,Windows,24989.0
MSI,Gaming,17.3,16,2.7,1,Intel Core i7,256.0,Nvidia,Windows,85141.0
Apple,Ultrabook,11.6,4,1.08,0,Intel Core i5,256.0,Intel,MacOS,51096.0
HP,Notebook,15.6,4,2.1,1,Intel Core i3,1000.0,Intel,Windows,25468.0
HP,Ultrabook,14.0,8,1.54,0,Intel Core i7,256.0,Intel,Windows,117120.0
Dell,Notebook,15.6,4,2.24,0,Intel Core i5,500.0,Intel,Windows,39267.0
MSI,Gaming,15.6,8,2.3,1,Intel Core i7,128.0,Nvidia,Windows,62284.0
Lenovo,Notebook,13.3,16,1.4,1,Intel Core i7,512.0,Intel,Windows,79867.0
Lenovo,Notebook,15.6,6,2.2,1,AMD,256.0,AMD,Windows,31838.0
Asus,Ultrabook,13.3,8,1.45,1,Intel Core i7,256.0,Intel,Windows,68198.0
Acer,Notebook,15.6,4,2.4,0,Intel Core i3,500.0,Intel,MacOS,19277.0
Dell,2 in 1 Convertible,17.3,16,2.77,1,Intel Core i7,512.0,Nvidia,Windows,95851.0
HP,Notebook,14.0,4,1.54,1,Intel Core i5,256.0,Intel,Windows,58608.0
Asus,Gaming,15.6,16,2.5,1,Intel Core i7,256.0,Nvidia,Windows,85248.0
Dell,Notebook,14.0,4,1.6,0,Intel Core i5,500.0,Intel,Windows,46620.0
Asus,Gaming,15.6,16,2.34,1,Intel Core i7,256.0,Nvidia,Windows,123876.0
Lenovo,Notebook,15.6,8,2.3,1,Intel Core i5,256.0,Intel,MacOS,30529.0
Dell,2 in 1 Convertible,13.3,8,1.24,1,Intel Core i5,256.0,Intel,Windows,96597.0
Dell,Notebook,15.6,4,2.2,0,Other Intel processor,500.0,Intel,MacOS,17263.0
HP,Notebook,15.6,4,1.86,0,AMD,500.0,AMD,Windows,21259.0
Lenovo,Notebook,15.6,6,2.4,1,Intel Core i3,128.0,Nvidia,Windows,30316.0
Lenovo,Notebook,14.0,8,1.9,1,Intel Core i5,256.0,Intel,Windows,57116.0
Dell,Notebook,15.6,4,2.2,0,Other Intel processor,500.0,Intel,Windows,23656.0
Asus,Notebook,15.6,4,2.0,0,Other Intel processor,1000.0,Intel,Windows,18062.0
Asus,Gaming,17.3,16,4.0,1,Intel Core i7,128.0,Nvidia,Windows,101232.0
Dell,Notebook,15.6,4,2.29,0,Intel Core i3,500.0,Intel,Windows,26107.0
Lenovo,Notebook,15.6,8,2.32,1,Intel Core i7,1.0,AMD,Windows,47686.0
MSI,Gaming,15.6,8,2.4,1,Intel Core i7,128.0,Nvidia,Windows,65481.0
Lenovo,2 in 1 Convertible,14.0,4,1.8,1,Intel Core i5,128.0,Intel,Windows,44383.0
Asus,Ultrabook,13.3,8,1.2,1,Other Intel processor,512.0,Intel,Windows,38841.0
Dell,Notebook,15.6,6,2.3,0,Intel Core i3,1000.0,Intel,Windows,24456.0
Acer,Notebook,15.6,4,2.4,0,Other Intel processor,500.0,Intel,MacOS,15398.0
Dell,Notebook,15.6,2,2.2,0,Other Intel processor,500.0,Intel,Windows,20193.0
Lenovo,Notebook,15.6,8,2.6,1,Intel Core i7,1000.0,Nvidia,Windows,47899.0
HP,Notebook,15.6,6,2.04,1,AMD,1.0,AMD,Windows,29304.0
Dell,Notebook,15.6,8,2.3,0,Intel Core i7,1000.0,AMD,MacOS,42943.0
HP,Notebook,11.6,2,1.17,0,Other Intel processor,32.0,Intel,Windows,11136.0
Asus,Notebook,15.6,4,2.2,0,Intel Core i7,500.0,Nvidia,Windows,38379.0
Lenovo,2 in 1 Convertible,14.0,4,1.8,1,Intel Core i7,128.0,Intel,Windows,33993.0
Lenovo,2 in 1 Convertible,13.3,16,1.3,1,Intel Core i7,512.0,Intel,Windows,79867.0
Lenovo,Notebook,14.0,2,1.5,0,Other Intel processor,64.0,Intel,Windows,12201.0
HP,Notebook,15.6,6,2.19,0,Intel Core i7,1000.0,AMD,Windows,40706.0
Asus,Notebook,15.6,4,2.2,0,Other Intel processor,500.0,Intel,Windows,19660.0
Asus,Ultrabook,13.3,8,1.2,1,Other Intel processor,512.0,Intel,Windows,38841.0
Dell,Notebook,15.6,6,2.3,0,Intel Core i3,1000.0,Intel,Windows,24456.0
Acer,Notebook,15.6,4,2.4,0,Other Intel processor,500.0,Intel,MacOS,15398.0
Dell,Notebook,15.6,2,2.2,0,Other Intel processor,500.0,Intel,Windows,20193.0
Lenovo,Notebook,15.6,8,2.6,1,Intel Core i7,1000.0,Nvidia,Windows,47899.0
HP,Notebook,15.6,6,2.04,1,AMD,1.0,AMD,Windows,29304.0
Dell,Notebook,15.6,8,2.3,0,Intel Core i7,1000.0,AMD,MacOS,42943.0
HP,Notebook,11.6,2,1.17,0,Other Intel processor,32.0,Intel,Windows,11136.0
Asus,Notebook,15.6,4,2.2,0,Intel Core i7,500.0,Nvidia,Windows,38379.0
Lenovo,2 in 1 Convertible,14.0,4,1.8,1,Intel Core i7,128.0,Intel,Windows,33993.0
Lenovo,2 in 1 Convertible,13.3,16,1.3,1,Intel Core i7,512.0,Intel,Windows,79867.0
Lenovo,Notebook,14.0,2,1.5,0,Other Intel processor,64.0,Intel,Windows,12201.0
HP,Notebook,15.6,6,2.19,0,Intel Core i7,1000.0,AMD,Windows,40706.0
Asus,Notebook,15.6,4,2.2,0,Other Intel processor,500.0,Intel,Windows,19660.0
Asus,Ultrabook,13.3,8,1.2,1,Other Intel processor,512.0,Intel,Windows,38841.0
Dell,Notebook,15.6,6,2.3,0,Intel Core i3,1000.0,Intel,Windows,24456.0
Acer,Notebook,15.6,4,2.4,0,Other Intel processor,500.0,Intel,MacOS,15398.0
Dell,Notebook,15.6,2,2.2,0,Other Intel processor,500.0,Intel,Windows,20193.0
Lenovo,Notebook,15.6,8,2.6,1,Intel Core i7,1000.0,Nvidia,Windows,47899.0
HP,Notebook,15.6,6,2.04,1,AMD,1.0,AMD,Windows,29304.0
Dell,Notebook,15.6,8,2.3,0,Intel Core i7,1000.0,AMD,MacOS,42943.0
HP,Notebook,11.6,2,1.17,0,Other Intel processor,32.0,Intel,Windows,11136.0
Asus,Notebook,15.6,4,2.2,0,Intel Core i7,500.0,Nvidia,Windows,38379.0
Lenovo,2 in 1 Convertible,14.0,4,1.8,1,Intel Core i7,128.0,Intel,Windows,33993.0
Lenovo,2 in 1 Convertible,13.3,16,1.3,1,Intel Core i7,512.0,Intel,Windows,79867.0
Lenovo,Notebook,14.0,2,1.5,0,Other Intel processor,64.0,Intel,Windows,12201.0
HP,Notebook,15.6,6,2.19,0,Intel Core i7,1000.0,AMD,Windows,40706.0
Asus,Notebook,15.6,4,2.2,0,Other Intel processor,500.0,Intel,Windows,19660.0
